Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status"
-,-,2240-JKC9023SPBK-ND,JKC9023SPBK,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF M BLACK,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2506T-ND,GL2506T,"Transforming Technologies, LlC",2XL ESD CUT RES GLOVE FINGER CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4524RB-ND,MT4524RB,"Transforming Technologies, LlC",2LYR ESD TBL MAT 24""X50' RYL BL,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9023SPTL-ND,JKC9023SPTL,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF M TEAL,0,0,"Active","0","0","-","*","Active"
-,-,2240-7100.WT5000.B-ND,7100.WT5000.B,"Transforming Technologies, LlC",WALKING TEST KIT,0,0,"Active","0","0","-","*","Active"
-,-,2240-CM1602-ND,CM1602,"Transforming Technologies, LlC",RANGERTWO DUAL WIRE CONSTANT MTR,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9026SPGN-ND,JKC9026SPGN,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 2XL YLW-GRN,0,0,"Active","0","0","-","*","Active"
-,-,2240-GK1000-ND,GK1000,"Transforming Technologies, LlC",ESD TABLE MAT GROUNDING KIT,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9027SPTL-ND,JKC9027SPTL,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 3XL TEAL,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9028SPMR-ND,JKC9028SPMR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 4XL MAROON,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT3648GN-ND,MT3648GN,"Transforming Technologies, LlC",2LYR ESD TABLE MAT 36""X48"" GREEN,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT2436GY-ND,MT2436GY,"Transforming Technologies, LlC",2LYR ESD TABLE MAT 24""X36"" GRAY,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4502-ND,GL4502,"Transforming Technologies, LlC",SMALL ESD NYLON GLOVES UNCTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-HG1390S-ND,HG1390S,"Transforming Technologies, LlC","HI-VISIBILITY, CUP HEEL GROUNDER",0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9027SPOR-ND,JKC9027SPOR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 3XL ORANGE,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2504P-ND,GL2504P,"Transforming Technologies, LlC",LG ESD CUT RES GLOVES PALM CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT2448GY-ND,MT2448GY,"Transforming Technologies, LlC",2LYR ESD TABLE MAT 24""X48"" GRAY,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4502T-ND,GL4502T,"Transforming Technologies, LlC",SMALL ESD NYLON GLOVE FINGER CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9024SPGN-ND,JKC9024SPGN,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF L YLW-GRN,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2506P-ND,GL2506P,"Transforming Technologies, LlC",2XL ESD CUT RES GLOVES PALM CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4504-ND,GL4504,"Transforming Technologies, LlC",LARGE ESD NYLON GLOVES UNCTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-GK2000-ND,GK2000,"Transforming Technologies, LlC",ESD FLOOR MAT GROUNDING KIT,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9026SPBK-ND,JKC9026SPBK,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 2XL BLACK,0,0,"Active","0","0","-","*","Active"
-,-,2240-WBAS90-ND,WBAS90,"Transforming Technologies, LlC",CONDUCTIVE WASTE BSKT 22GAL BLK,0,0,"Active","0","0","-","*","Active"
-,-,2240-WB5050M-ND,WB5050M,"Transforming Technologies, LlC",DL CNDCTR WRIST STRAP 5? CORD M,0,0,"-","0","0","-","*","-"
-,-,2240-GL4506T-ND,GL4506T,"Transforming Technologies, LlC",2XL ESD NYLON GLOVES FINGER CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4530GY-ND,MT4530GY,"Transforming Technologies, LlC",2LYR ESD TBL MAT 30""X50' GRAY,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9022SPTL-ND,JKC9022SPTL,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF S TEAL,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2501P-ND,GL2501P,"Transforming Technologies, LlC",XSM ESD CUT RES GLOVES PALM CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT2448RB-ND,MT2448RB,"Transforming Technologies, LlC",2LYR ESD TBL MAT 24""X48"" RYL BL,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4530GN-ND,MT4530GN,"Transforming Technologies, LlC",2LYR ESD TBL MAT 30""X50' GREEN,0,0,"Active","0","0","-","*","Active"
-,-,2240-FM1515-ND,FM1515,"Transforming Technologies, LlC",LOW PRFL FLOOR MAT GROUND CORD,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2505P-ND,GL2505P,"Transforming Technologies, LlC",XL ESD CUT RES GLOVES PALM CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9023SPMR-ND,JKC9023SPMR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF M MAROON,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9026SPTL-ND,JKC9026SPTL,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 2XL TEAL,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4548RB-ND,MT4548RB,"Transforming Technologies, LlC",2LYR ESD TBL MAT 48""X50' RYL BL,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9023SPOR-ND,JKC9023SPOR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF M ORANGE,0,0,"Active","0","0","-","*","Active"
-,-,2240-WBAS22LP-ND,WBAS22LP,"Transforming Technologies, LlC",DISSIPATIVE BASKET LNR 22GAL PNK,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4536GN-ND,MT4536GN,"Transforming Technologies, LlC",2LYR ESD TBL MAT 36""X50' GREEN,0,0,"Active","0","0","-","*","Active"
-,-,2240-CM1601-ND,CM1601,"Transforming Technologies, LlC",RANGERONE DUAL WIRE CONSTANT MTR,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9027SPMR-ND,JKC9027SPMR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 3XL MAROON,0,0,"Active","0","0","-","*","Active"
-,-,2240-CM410-ND,CM410,"Transforming Technologies, LlC",CONT MTR 1 OPERATOR WRKSTN MAT,0,0,"Active","0","0","-","*","Active"
-,-,2240-CM1600-ND,CM1600,"Transforming Technologies, LlC",RANGERPRO DUAL WIRE CONSTANT MTR,0,0,"Active","0","0","-","*","Active"
-,-,2240-WB7050-ND,WB7050,"Transforming Technologies, LlC",FABRIC DL CND WRIST STRAP 5?CORD,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4501P-ND,GL4501P,"Transforming Technologies, LlC",XSMALL ESD NYLON GLOVES PALM CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-HG1360R-ND,HG1360R,"Transforming Technologies, LlC",ESD HEEL GROUNDER CUP STYLE RED,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4504T-ND,GL4504T,"Transforming Technologies, LlC",LARGE ESD NYLON GLOVE FINGER CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-WBASLB-ND,WBASLB,"Transforming Technologies, LlC",CONDUCTIVE WASTE LINER 7GAL BLK,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9021SPWH-ND,JKC9021SPWH,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF XS WHITE,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL4505-ND,GL4505,"Transforming Technologies, LlC",XL ESD NYLON GLOVES UNCTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT3648B-ND,MT3648B,"Transforming Technologies, LlC",2LYR ESD TABLE MAT 36""X48"" BLUE,0,0,"Active","0","0","-","*","Active"
-,-,2240-FM62036BK-ND,FM62036BK,"Transforming Technologies, LlC",ESD ANTI-FATIGUE MAT 20? X 3?,0,0,"Active","0","0","-","*","Active"
-,-,2240-WBAS44LP-ND,WBAS44LP,"Transforming Technologies, LlC",DISSIPATIVE BASKET LNR 44GAL PNK,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9027SPBK-ND,JKC9027SPBK,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 3XL BLACK,0,0,"Active","0","0","-","*","Active"
-,-,2240-HG1360-ND,HG1360,"Transforming Technologies, LlC",ESD HEEL GROUNDER CUP STYLE BLK,0,0,"Active","0","0","-","*","Active"
-,-,2240-BFN803-ND,BFN803,"Transforming Technologies, LlC",3FAN OVERHD IONZIER W/LED LIGHT,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT3672GY-ND,MT3672GY,"Transforming Technologies, LlC",2LYR ESD TABLE MAT 36""X72"" GRAY,0,0,"Active","0","0","-","*","Active"
-,-,2240-GL2504-ND,GL2504,"Transforming Technologies, LlC",LG ESD CUT RES GLOVES UNCTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-IN6430-ND,IN6430,"Transforming Technologies, LlC",PTEC IONIZING GUN,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9022SPGN-ND,JKC9022SPGN,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF S YLW-GRN,0,0,"-","0","0","-","*","-"
-,-,2240-GL2503T-ND,GL2503T,"Transforming Technologies, LlC",MED ESD CUT RES GLOVE FINGER CTD,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9021SPGN-ND,JKC9021SPGN,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF XS YLW-GRN,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9026SPOR-ND,JKC9026SPOR,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF 2XL ORANGE,0,0,"Active","0","0","-","*","Active"
-,-,2240-FM52X3-ND,FM52X3,"Transforming Technologies, LlC",ESD ANTI-FATIGUE MAT 2?X3?,0,0,"Active","0","0","-","*","Active"
-,-,2240-JKC9025SPWH-ND,JKC9025SPWH,"Transforming Technologies, LlC",ESD JACKET SNAP CUFF XL WHITE,0,0,"Active","0","0","-","*","Active"
-,-,2240-WB5050L-ND,WB5050L,"Transforming Technologies, LlC",DL CNDCTR WRIST STRAP 5? CORD L,0,0,"Active","0","0","-","*","Active"
-,-,2240-MT4530B-ND,MT4530B,"Transforming Technologies, LlC",2LYR ESD TBL MAT 30""X50' BLUE,0,0,"Active","0","0","-","*","Active"
